layout,strategy,tile_count,total_cells,capacity,score_min,score_max,method_min,method_max,n_solvable,n_total,min_layout,min_inter,min_intra,min_cover100,min_pickdiv,max_layout,max_inter,max_intra,max_cover100,max_pickdiv
NewLayout_L22.json,Priority,12,72,24,0.53,25.67,eng,eng,18,18,1.78,0.0,0.0,0,0,1.78,11.11,6.0,18,10
NewLayout_L22.json,Priority,13,72,24,0.53,21.72,priority,eng,17,17,1.78,0.0,0.0,0,0,1.78,7.5,4.33,16,10
NewLayout_L22.json,Priority,14,72,24,0.53,38.53,priority,eng,18,18,1.78,0.0,0.0,0,0,1.78,19.33,10.0,27,12
NewLayout_L22.json,Priority,15,72,24,0.53,31.73,priority,eng,17,17,1.78,0.0,0.0,0,0,1.78,13.67,10.5,16,14
NewLayout_L22.json,Priority,16,72,24,0.53,43.97,priority,eng,18,18,1.78,0.0,0.0,0,0,1.78,24.0,11.83,29,14
NewLayout_L22.json,Priority,17,72,24,0.53,49.47,priority,eng,16,16,1.78,0.0,0.0,0,0,1.78,29.67,14.33,32,13
NewLayout_L22.json,Priority,18,72,24,0.53,52.83,priority,eng,17,17,1.78,0.0,0.0,0,0,1.78,32.0,17.0,32,13
NewLayout_L22.json,Priority,19,72,24,0.53,56.18,priority,eng,14,16,1.78,0.0,0.0,0,0,1.78,33.17,19.0,32,15
NewLayout_L22.json,Priority,20,72,24,0.53,57.6,priority,eng,15,16,1.78,0.0,0.0,0,0,1.78,34.0,19.67,32,16
NewLayout_L22.json,Priority,21,72,24,0.53,48.25,priority,eng,16,19,1.78,0.0,0.0,0,0,1.78,29.5,15.67,27,14
NewLayout_L22.json,Priority,22,72,24,0.53,49.15,priority,eng,14,17,1.78,0.0,0.0,0,0,1.78,29.83,17.67,25,14
NewLayout_L22.json,Priority,23,72,24,0.53,60.27,priority,eng,12,18,1.78,0.0,0.0,0,0,1.78,39.0,21.33,32,15
NewLayout_L22.json,Priority,24,72,24,0.53,19.57,priority,priority,10,15,1.78,0.0,0.0,0,0,1.78,10.67,5.33,10,9
NewLayout_L3.json,Cascade,2,48,16,0.31,0.31,eng,eng,18,18,1.04,0.0,0.0,0,0,1.04,0.0,0.0,0,0
NewLayout_L3.json,Cascade,3,48,16,0.31,0.31,eng,eng,18,18,1.04,0.0,0.0,0,0,1.04,0.0,0.0,0,0
NewLayout_L3.json,Cascade,4,48,16,0.31,0.31,eng,eng,18,18,1.04,0.0,0.0,0,0,1.04,0.0,0.0,0,0
NewLayout_L3.json,Cascade,5,48,16,0.31,4.05,eng,cascade,18,18,1.04,0.0,0.0,0,0,1.04,1.1,0.91,0,5
NewLayout_L3.json,Cascade,6,48,16,0.31,0.31,eng,eng,18,18,1.04,0.0,0.0,0,0,1.04,0.0,0.0,0,0
NewLayout_L3.json,Cascade,7,48,16,0.31,5.88,eng,cascade,18,18,1.04,0.0,0.0,0,0,1.04,1.81,1.52,0,7
NewLayout_L3.json,Cascade,8,48,16,0.31,6.23,eng,cascade,19,19,1.04,0.0,0.0,0,0,1.04,2.33,1.72,0,7
NewLayout_L3.json,Cascade,9,48,16,0.31,7.88,eng,cascade,16,16,1.04,0.0,0.0,0,0,1.04,3.11,2.64,0,8
NewLayout_L3.json,Cascade,10,48,16,0.31,10.93,eng,eng,18,18,1.04,0.0,0.0,0,0,1.04,6.5,3.67,0,10
NewLayout_L3.json,Cascade,11,48,16,0.31,11.27,eng,cascade,18,18,1.04,0.0,0.0,0,0,1.04,6.25,4.58,0,9
NewLayout_L3.json,Cascade,12,48,16,0.31,12.98,eng,cascade,17,17,1.04,0.0,0.0,0,0,1.04,8.33,5.17,0,10
NewLayout_L3.json,Cascade,13,48,16,0.31,14.55,eng,cascade,16,16,1.04,0.0,0.0,0,0,1.04,9.67,5.83,0,11
NewLayout_L3.json,Cascade,14,48,16,0.31,18.45,cascade,eng,18,18,1.04,0.0,0.0,0,0,1.04,12.67,7.83,0,13
NewLayout_L3.json,Cascade,15,48,16,0.31,21.65,eng,eng,19,19,1.04,0.0,0.0,0,0,1.04,15.0,9.83,0,14
NewLayout_L3.json,Cascade,16,48,16,8.61,24.11,eng,eng,18,18,1.04,4.33,3.0,0,8,1.04,16.0,11.0,0,16
NewLayout_L20.json,Priority,2,72,24,2.08,2.08,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,0.0,0.0,0,0
NewLayout_L20.json,Priority,3,72,24,2.08,2.08,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,0.0,0.0,0,0
NewLayout_L20.json,Priority,4,72,24,2.08,21.75,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,14.42,3.15,17,4
NewLayout_L20.json,Priority,5,72,24,2.08,25.58,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,18.82,4.56,18,5
NewLayout_L20.json,Priority,6,72,24,2.08,29.38,priority,eng,18,18,6.93,0.0,0.0,0,0,6.93,25.88,8.03,15,5
NewLayout_L20.json,Priority,7,72,24,5.43,40.65,eng,eng,18,18,6.93,0.72,0.64,0,5,6.93,34.33,11.97,23,5
NewLayout_L20.json,Priority,8,72,24,6.66,53.32,priority,eng,18,18,6.93,3.61,1.5,0,4,6.93,49.22,16.78,27,7
NewLayout_L20.json,Priority,9,72,24,2.08,58.12,priority,eng,18,18,6.93,0.0,0.0,0,0,6.93,53.22,20.47,26,8
NewLayout_L20.json,Priority,10,72,24,13.0,69.08,priority,eng,19,19,6.93,10.17,4.17,2,5,6.93,68.44,25.67,28,8
NewLayout_L20.json,Priority,11,72,24,12.07,72.91,priority,eng,18,18,6.93,9.11,4.06,2,4,6.93,68.0,29.83,26,10
NewLayout_L20.json,Priority,12,72,24,15.55,81.31,priority,eng,17,19,6.93,15.33,5.17,2,5,6.93,80.33,33.83,28,9
NewLayout_L20.json,Priority,13,72,24,12.08,88.7,priority,eng,16,19,6.93,11.0,4.0,2,3,6.93,84.17,40.67,27,9
NewLayout_L20.json,Priority,14,72,24,15.28,102.75,priority,eng,15,18,6.93,11.67,6.0,2,5,6.93,102.33,48.17,28,10
NewLayout_L20.json,Priority,15,72,24,20.5,52.88,priority,priority,10,15,6.93,19.5,7.17,4,6,6.93,66.0,19.0,15,6
NewLayout_L20.json,Priority,16,72,24,28.3,100.35,priority,eng,11,17,6.93,25.5,13.17,4,6,6.93,104.33,45.67,28,9
NewLayout_L20.json,Priority,17,72,24,26.26,62.3,priority,priority,9,14,6.93,26.5,10.33,4,7,6.93,85.17,19.67,20,6
NewLayout_L20.json,Priority,18,72,24,39.53,65.9,priority,priority,10,15,6.93,51.5,13.5,10,5,6.93,87.5,22.67,19,7
NewLayout_L20.json,Priority,19,72,24,42.98,67.75,priority,priority,10,15,6.93,45.0,19.0,9,6,6.93,84.0,25.67,18,8
NewLayout_L20.json,Priority,20,72,24,42.51,67.5,priority,priority,10,15,6.93,53.33,15.33,11,5,6.93,89.83,24.17,18,7
NewLayout_L20.json,Priority,21,72,24,18.85,76.08,priority,priority,9,15,6.93,19.0,7.67,4,2,6.93,101.33,27.0,21,8
NewLayout_L20.json,Priority,22,72,24,49.95,81.41,priority,priority,8,14,6.93,68.33,17.67,12,5,6.93,103.0,31.33,21,9
NewLayout_L20.json,Priority,23,72,24,51.65,78.55,priority,priority,9,15,6.93,61.0,21.67,11,6,6.93,100.67,29.67,21,8
NewLayout_L20.json,Priority,24,72,24,55.85,75.65,priority,priority,10,15,6.93,72.33,20.67,14,6,6.93,101.0,26.67,21,8
NewLayout_L27.json,Priority,2,69,23,0.8,2.54,eng,priority,18,18,2.65,0.0,0.0,0,0,2.65,0.03,0.03,2,1
NewLayout_L27.json,Priority,3,69,23,0.8,4.45,eng,eng,18,18,2.65,0.0,0.0,0,0,2.65,1.62,0.47,2,3
NewLayout_L27.json,Priority,4,69,23,0.8,6.86,eng,eng,18,18,2.65,0.0,0.0,0,0,2.65,0.4,0.34,6,4
NewLayout_L27.json,Priority,5,69,23,0.8,10.14,eng,eng,19,19,2.65,0.0,0.0,0,0,2.65,0.87,0.58,10,5
NewLayout_L27.json,Priority,6,69,23,0.8,9.04,eng,eng,15,15,2.65,0.0,0.0,0,0,2.65,0.92,0.67,8,5
NewLayout_L27.json,Priority,7,69,23,0.8,13.17,eng,eng,17,17,2.65,0.0,0.0,0,0,2.65,6.33,3.28,7,6
NewLayout_L27.json,Priority,8,69,23,0.8,13.95,priority,eng,14,14,2.65,0.0,0.0,0,0,2.65,2.72,2.33,10,8
NewLayout_L27.json,Priority,9,69,23,0.8,37.4,priority,eng,19,19,2.65,0.0,0.0,0,0,2.65,21.22,5.33,34,9
NewLayout_L27.json,Priority,10,69,23,0.8,35.7,eng,eng,14,14,2.65,0.0,0.0,0,0,2.65,19.25,7.83,28,9
NewLayout_L27.json,Priority,11,69,23,0.8,37.83,priority,eng,17,17,2.65,0.0,0.0,0,0,2.65,24.75,7.61,30,8
NewLayout_L27.json,Priority,12,69,23,0.8,44.06,priority,eng,13,13,2.65,0.0,0.0,0,0,2.65,30.67,9.67,34,8
NewLayout_L27.json,Priority,13,69,23,0.8,46.28,priority,eng,14,14,2.65,0.0,0.0,0,0,2.65,30.83,10.83,34,10
NewLayout_L27.json,Priority,14,69,23,0.8,44.93,priority,eng,12,12,2.65,0.0,0.0,0,0,2.65,30.67,12.33,31,8
NewLayout_L27.json,Priority,15,69,23,0.8,44.1,priority,eng,12,12,2.65,0.0,0.0,0,0,2.65,32.33,10.5,31,9
NewLayout_L27.json,Priority,16,69,23,0.8,49.28,priority,eng,12,12,2.65,0.0,0.0,0,0,2.65,35.5,14.83,30,10
NewLayout_L27.json,Priority,17,69,23,0.8,51.78,priority,eng,12,12,2.65,0.0,0.0,0,0,2.65,40.17,15.83,31,9
NewLayout_L27.json,Priority,18,69,23,0.8,54.56,priority,eng,12,13,2.65,0.0,0.0,0,0,2.65,39.67,17.17,32,11
NewLayout_L27.json,Priority,19,69,23,0.8,61.6,priority,eng,12,12,2.65,0.0,0.0,0,0,2.65,49.67,21.0,34,9
NewLayout_L27.json,Priority,20,69,23,11.83,65.16,priority,eng,11,14,2.65,5.0,2.33,7,6,2.65,52.67,22.17,34,12
NewLayout_L27.json,Priority,21,69,23,7.46,34.13,priority,priority,10,12,2.65,2.33,1.67,3,5,2.65,22.67,8.33,22,10
NewLayout_L27.json,Priority,22,69,23,10.23,40.6,priority,priority,10,13,2.65,3.33,2.33,6,5,2.65,25.67,10.0,26,13
NewLayout_L27.json,Priority,23,69,23,0.8,37.13,priority,priority,10,13,2.65,0.0,0.0,0,0,2.65,28.33,8.33,25,9
NewLayout_L28.json,Priority,2,54,18,0.9,0.9,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0
NewLayout_L28.json,Priority,3,54,18,0.9,0.9,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0
NewLayout_L28.json,Priority,4,54,18,0.9,3.54,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,1.22,0.78,0,3
NewLayout_L28.json,Priority,5,54,18,0.9,0.9,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0
NewLayout_L28.json,Priority,6,54,18,0.9,5.77,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,1.97,1.28,0,6
NewLayout_L28.json,Priority,7,54,18,0.9,12.06,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,11.64,4.67,0,6
NewLayout_L28.json,Priority,8,54,18,0.9,16.32,eng,eng,18,18,3.0,0.0,0.0,0,0,3.0,17.28,6.14,1,7
NewLayout_L28.json,Priority,9,54,18,0.9,22.78,priority,eng,18,18,3.0,0.0,0.0,0,0,3.0,24.83,9.33,1,9
NewLayout_L28.json,Priority,10,54,18,0.9,23.88,eng,eng,17,17,3.0,0.0,0.0,0,0,3.0,25.17,10.33,1,9
NewLayout_L28.json,Priority,11,54,18,0.9,29.13,priority,eng,17,17,3.0,0.0,0.0,0,0,3.0,31.0,13.83,1,9
NewLayout_L28.json,Priority,12,54,18,0.9,34.1,priority,eng,15,15,3.0,0.0,0.0,0,0,3.0,35.33,16.5,1,11
NewLayout_L28.json,Priority,13,54,18,0.9,34.97,priority,eng,15,16,3.0,0.0,0.0,0,0,3.0,40.28,16.89,1,9
NewLayout_L28.json,Priority,14,54,18,0.9,35.78,priority,eng,16,16,3.0,0.0,0.0,0,0,3.0,34.83,18.83,1,10
NewLayout_L28.json,Priority,15,54,18,0.9,38.2,priority,eng,14,17,3.0,0.0,0.0,0,0,3.0,44.0,19.0,1,9
NewLayout_L28.json,Priority,16,54,18,7.9,32.7,priority,eng,11,16,3.0,3.33,3.0,0,6,3.0,30.67,17.0,1,10
NewLayout_L28.json,Priority,17,54,18,0.9,43.22,priority,eng,13,16,3.0,0.0,0.0,0,0,3.0,48.5,21.67,1,11
NewLayout_L28.json,Priority,18,54,18,10.23,20.63,priority,priority,10,15,3.0,8.33,4.33,0,5,3.0,28.0,7.33,0,8
NewLayout_L31.json,Random,2,60,20,1.68,1.68,eng,eng,18,18,5.6,0.0,0.0,0,0,5.6,0.0,0.0,0,0
NewLayout_L31.json,Random,3,60,20,1.68,1.68,eng,eng,18,18,5.6,0.0,0.0,0,0,5.6,0.0,0.0,0,0
NewLayout_L31.json,Random,4,60,20,1.68,21.95,eng,eng,18,18,5.6,0.0,0.0,0,0,5.6,21.0,4.07,14,3
NewLayout_L31.json,Random,5,60,20,1.68,28.72,random,random,18,18,5.6,0.0,0.0,0,0,5.6,27.14,8.0,14,5
NewLayout_L31.json,Random,6,60,20,1.68,32.77,eng,eng,18,18,5.6,0.0,0.0,0,0,5.6,33.1,10.26,14,5
NewLayout_L31.json,Random,7,60,20,4.4,39.1,eng,eng,18,18,5.6,1.11,0.89,0,3,5.6,42.28,14.33,14,4
NewLayout_L31.json,Random,8,60,20,9.44,42.85,random,random,18,18,5.6,4.67,2.66,2,5,5.6,47.19,16.11,14,5
NewLayout_L31.json,Random,9,60,20,35.27,46.54,random,eng,18,18,5.6,33.97,12.0,14,6,5.6,47.92,19.58,14,5
NewLayout_L31.json,Random,10,60,20,37.98,53.75,random,random,17,17,5.6,38.25,14.03,13,6,5.6,55.85,24.42,14,5
NewLayout_L31.json,Random,11,60,20,30.63,55.67,eng,random,17,17,5.6,24.83,11.5,10,8,5.6,61.06,25.28,14,4
NewLayout_L31.json,Random,12,60,20,46.74,64.66,random,random,13,15,5.6,50.5,19.61,13,5,5.6,67.94,31.69,14,5
NewLayout_L31.json,Random,13,60,20,51.44,65.11,random,eng,13,16,5.6,60.22,21.39,13,5,5.6,72.33,30.33,14,6
NewLayout_L31.json,Random,14,60,20,55.59,70.96,random,random,8,15,5.6,64.39,24.89,12,5,5.6,81.28,34.5,14,4
NewLayout_L31.json,Random,15,60,20,64.49,69.98,random,eng,3,16,5.6,84.5,26.56,14,5,5.6,78.0,34.0,14,5
NewLayout_L18.json,Random,2,69,23,0.97,0.97,eng,eng,18,18,3.23,0.0,0.0,0,0,3.23,0.0,0.0,0,0
NewLayout_L18.json,Random,3,69,23,0.97,0.97,eng,eng,18,18,3.23,0.0,0.0,0,0,3.23,0.0,0.0,0,0
NewLayout_L18.json,Random,4,69,23,0.97,0.97,eng,eng,18,18,3.23,0.0,0.0,0,0,3.23,0.0,0.0,0,0
NewLayout_L18.json,Random,5,69,23,0.97,4.38,eng,random,18,18,3.23,0.0,0.0,0,0,3.23,1.26,0.93,1,3
NewLayout_L18.json,Random,6,69,23,0.97,7.64,eng,random,18,18,3.23,0.0,0.0,0,0,3.23,3.36,1.96,2,5
NewLayout_L18.json,Random,7,69,23,0.97,8.14,eng,random,18,18,3.23,0.0,0.0,0,0,3.23,3.28,1.98,2,6
NewLayout_L18.json,Random,8,69,23,0.97,15.41,eng,random,18,18,3.23,0.0,0.0,0,0,3.23,10.4,5.92,4,6
NewLayout_L18.json,Random,9,69,23,0.97,24.97,eng,random,17,17,3.23,0.0,0.0,0,0,3.23,20.0,8.5,10,7
NewLayout_L18.json,Random,10,69,23,2.49,26.5,random,random,18,18,3.23,0.53,0.36,0,2,3.23,22.06,10.01,9,7
NewLayout_L18.json,Random,11,69,23,3.79,38.76,random,eng,19,19,3.23,0.78,0.58,0,4,3.23,31.64,15.0,13,11
NewLayout_L18.json,Random,12,69,23,0.97,29.25,eng,eng,14,14,3.23,0.0,0.0,0,0,3.23,28.5,10.33,9,8
NewLayout_L18.json,Random,13,69,23,5.55,37.42,random,eng,15,15,3.23,1.83,1.53,0,5,3.23,34.83,15.5,10,9
NewLayout_L18.json,Random,14,69,23,31.29,46.54,eng,random,15,15,3.23,24.5,13.67,8,9,3.23,39.44,19.83,14,11
NewLayout_L18.json,Random,15,69,23,21.26,53.62,random,eng,16,16,3.23,14.06,8.78,3,11,3.23,48.83,23.0,15,12
NewLayout_L18.json,Random,16,69,23,38.0,54.64,random,random,16,16,3.23,31.67,15.33,12,10,3.23,47.0,25.67,14,11
NewLayout_L18.json,Random,17,69,23,32.87,54.71,random,random,10,14,3.23,27.0,16.5,3,11,3.23,48.33,25.44,13,12
NewLayout_L18.json,Random,18,69,23,45.0,65.39,random,random,12,17,3.23,44.39,19.11,11,10,3.23,51.39,32.5,15,15
NewLayout_L18.json,Random,19,69,23,51.09,59.65,random,eng,4,14,3.23,51.5,23.67,10,10,3.23,51.83,28.83,13,13
NewLayout_L18.json,Random,20,69,23,39.7,69.75,random,random,8,12,3.23,32.33,19.33,7,11,3.23,63.17,33.33,15,15
NewLayout_L18.json,Random,21,69,23,46.94,64.89,eng,random,3,15,3.23,41.67,23.17,8,11,3.23,57.83,32.17,14,12
NewLayout_L18.json,Random,22,69,23,56.17,72.6,random,random,4,13,3.23,51.33,26.0,13,12,3.23,71.0,34.33,15,14
NewLayout_L25.json,Priority,2,75,25,1.78,1.78,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,0.0,0.0,0,0
NewLayout_L25.json,Priority,3,75,25,1.78,1.78,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,0.0,0.0,0,0
NewLayout_L25.json,Priority,4,75,25,1.78,1.78,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,0.0,0.0,0,0
NewLayout_L25.json,Priority,5,75,25,1.78,18.56,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,10.74,3.66,14,3
NewLayout_L25.json,Priority,6,75,25,1.78,21.05,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,9.66,3.17,17,6
NewLayout_L25.json,Priority,7,75,25,1.78,36.63,eng,eng,18,18,5.95,0.0,0.0,0,0,5.95,28.64,11.15,21,5
NewLayout_L25.json,Priority,8,75,25,1.78,40.48,priority,eng,18,18,5.95,0.0,0.0,0,0,5.95,36.89,11.53,21,7
NewLayout_L25.json,Priority,9,75,25,1.78,51.33,priority,eng,17,17,5.95,0.0,0.0,0,0,5.95,47.39,16.83,25,7
NewLayout_L25.json,Priority,10,75,25,1.78,59.59,priority,eng,17,17,5.95,0.0,0.0,0,0,5.95,58.5,20.56,27,7
NewLayout_L25.json,Priority,11,75,25,1.78,66.08,priority,eng,18,18,5.95,0.0,0.0,0,0,5.95,64.94,25.11,27,7
NewLayout_L25.json,Priority,12,75,25,1.78,62.61,priority,eng,19,19,5.95,0.0,0.0,0,0,5.95,61.0,25.22,23,7
NewLayout_L25.json,Priority,13,75,25,8.88,77.65,priority,eng,17,17,5.95,6.0,2.0,3,3,5.95,81.83,31.61,27,7
NewLayout_L25.json,Priority,14,75,25,1.78,79.52,priority,eng,12,15,5.95,0.0,0.0,0,0,5.95,81.33,34.33,25,8
NewLayout_L25.json,Priority,15,75,25,1.78,76.5,priority,eng,11,14,5.95,0.0,0.0,0,0,5.95,66.83,35.17,25,9
NewLayout_L25.json,Priority,16,75,25,24.03,95.23,priority,eng,13,16,5.95,26.5,4.5,13,4,5.95,95.83,44.5,27,8
NewLayout_L25.json,Priority,17,75,25,25.08,95.87,priority,eng,12,14,5.95,23.33,6.0,13,5,5.95,100.17,42.83,27,10
NewLayout_L25.json,Priority,18,75,25,29.72,53.45,priority,priority,10,14,5.95,36.0,7.33,13,4,5.95,69.67,14.67,21,7
NewLayout_L25.json,Priority,19,75,25,22.85,104.98,priority,eng,12,15,5.95,26.0,5.67,11,2,5.95,115.0,48.5,27,8
NewLayout_L25.json,Priority,20,75,25,38.2,65.08,priority,priority,10,15,5.95,43.5,9.17,17,8,5.95,95.67,18.0,21,8
NewLayout_L25.json,Priority,21,75,25,34.02,61.25,priority,priority,10,14,5.95,41.33,8.33,15,5,5.95,82.33,18.67,21,7
NewLayout_L25.json,Priority,22,75,25,39.98,60.25,priority,priority,10,15,5.95,45.0,9.5,17,10,5.95,80.67,17.67,21,8
NewLayout_L25.json,Priority,23,75,25,50.58,65.92,priority,priority,10,14,5.95,64.33,14.0,20,7,5.95,94.0,18.83,21,9
NewLayout_L25.json,Priority,24,75,25,42.15,73.65,priority,priority,10,15,5.95,48.33,10.67,17,10,5.95,103.67,23.67,21,9
NewLayout_L25.json,Priority,25,75,25,29.25,71.15,priority,priority,10,15,5.95,36.33,6.67,14,3,5.95,100.0,20.67,22,11
NewLayout_L34.json,Random,2,60,20,1.5,5.86,eng,eng,18,18,5.0,0.0,0.0,0,0,5.0,8.97,0.67,0,2
NewLayout_L34.json,Random,3,60,20,1.5,8.74,eng,random,18,18,5.0,0.0,0.0,0,0,5.0,13.71,1.62,0,3
NewLayout_L34.json,Random,4,60,20,1.5,11.28,eng,random,18,18,5.0,0.0,0.0,0,0,5.0,19.0,2.58,0,3
NewLayout_L34.json,Random,5,60,20,1.5,15.72,eng,eng,18,18,5.0,0.0,0.0,0,0,5.0,25.49,5.07,0,3
NewLayout_L34.json,Random,6,60,20,1.5,17.45,eng,eng,16,16,5.0,0.0,0.0,0,0,5.0,29.0,5.25,0,4
NewLayout_L34.json,Random,7,60,20,14.92,22.64,random,random,17,17,5.0,20.5,4.77,0,5,5.0,35.75,8.92,0,3
NewLayout_L34.json,Random,8,60,20,4.01,25.96,eng,eng,15,15,5.0,0.39,0.39,0,4,5.0,40.81,10.22,0,4
NewLayout_L34.json,Random,9,60,20,20.88,29.5,random,random,14,14,5.0,31.94,8.3,0,3,5.0,47.68,12.2,0,3
NewLayout_L34.json,Random,10,60,20,23.74,35.07,random,random,15,15,5.0,28.7,10.13,0,7,5.0,49.5,16.72,0,4
NewLayout_L34.json,Random,11,60,20,30.72,39.69,random,random,12,12,5.0,55.17,11.17,0,3,5.0,55.62,19.5,0,4
NewLayout_L34.json,Random,12,60,20,33.09,42.31,eng,random,12,13,5.0,56.61,13.61,0,2,5.0,61.39,20.39,0,4
NewLayout_L34.json,Random,13,60,20,38.87,43.17,eng,eng,8,13,5.0,64.0,16.17,0,4,5.0,63.33,20.67,0,4
NewLayout_L34.json,Random,14,60,20,40.37,46.87,eng,random,5,12,5.0,69.0,16.17,0,4,5.0,68.44,22.83,0,4
NewLayout_L34.json,Random,15,60,20,46.96,51.08,random,random,5,13,5.0,74.5,21.11,0,4,5.0,73.61,25.5,0,4
NewLayout_L34.json,Random,16,60,20,50.9,52.92,random,random,2,12,5.0,79.67,23.5,0,4,5.0,82.5,25.17,0,3
NewLayout_L34.json,Random,17,60,20,55.12,56.61,eng,random,2,13,5.0,88.17,25.17,0,4,5.0,84.61,27.72,0,4
NewLayout_L34.json,Random,18,60,20,49.43,57.93,random,eng,2,13,5.0,72.0,24.33,0,4,5.0,92.0,26.83,0,4
NewLayout_L119.json,Priority,2,114,38,2.08,2.08,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,0.0,0.0,0,0
NewLayout_L119.json,Priority,3,114,38,2.08,2.08,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,0.0,0.0,0,0
NewLayout_L119.json,Priority,4,114,38,2.08,2.08,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,0.0,0.0,0,0
NewLayout_L119.json,Priority,5,114,38,2.08,12.76,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,5.95,1.5,9,4
NewLayout_L119.json,Priority,6,114,38,2.08,14.27,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,6.26,1.81,10,5
NewLayout_L119.json,Priority,7,114,38,2.08,30.61,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,26.34,6.63,20,4
NewLayout_L119.json,Priority,8,114,38,2.08,24.36,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,17.46,5.64,14,6
NewLayout_L119.json,Priority,9,114,38,2.08,35.88,eng,eng,18,18,6.93,0.0,0.0,0,0,6.93,28.62,9.01,22,6
NewLayout_L119.json,Priority,10,114,38,2.08,33.33,priority,eng,18,18,6.93,0.0,0.0,0,0,6.93,20.86,6.69,23,9
NewLayout_L119.json,Priority,11,114,38,2.08,50.01,priority,eng,18,18,6.93,0.0,0.0,0,0,6.93,41.33,12.83,32,7
NewLayout_L119.json,Priority,12,114,38,2.08,79.77,priority,eng,17,18,6.93,0.0,0.0,0,0,6.93,72.92,22.61,47,10
NewLayout_L119.json,Priority,13,114,38,2.08,77.06,priority,eng,16,18,6.93,0.0,0.0,0,0,6.93,63.28,20.5,50,11
NewLayout_L119.json,Priority,14,114,38,2.08,90.04,priority,eng,15,17,6.93,0.0,0.0,0,0,6.93,77.42,31.64,46,11
NewLayout_L119.json,Priority,15,114,38,2.08,93.24,priority,eng,13,18,6.93,0.0,0.0,0,0,6.93,84.25,34.58,43,11
NewLayout_L119.json,Priority,16,114,38,8.31,102.06,priority,eng,16,18,6.93,2.33,1.83,2,5,6.93,102.17,33.83,50,11
NewLayout_L119.json,Priority,17,114,38,2.08,115.45,priority,eng,11,18,6.93,0.0,0.0,0,0,6.93,99.22,43.5,56,13
NewLayout_L119.json,Priority,18,114,38,2.08,101.51,priority,eng,10,18,6.93,0.0,0.0,0,0,6.93,90.17,38.78,46,12
NewLayout_L119.json,Priority,19,114,38,2.08,136.45,priority,eng,10,18,6.93,0.0,0.0,0,0,6.93,124.11,55.33,58,14
NewLayout_L119.json,Priority,20,114,38,7.23,78.43,priority,eng,6,17,6.93,1.83,1.5,1,5,6.93,69.17,32.0,31,10
NewLayout_L119.json,Priority,21,114,38,18.55,52.88,priority,priority,7,14,6.93,17.0,4.17,7,6,6.93,68.39,11.39,24,9
NewLayout_L119.json,Priority,22,114,38,26.05,51.38,priority,priority,5,15,6.93,27.33,6.17,11,6,6.93,64.67,16.0,19,5
NewLayout_L119.json,Priority,23,114,38,23.63,45.81,priority,priority,5,15,6.93,26.5,4.5,11,5,6.93,60.33,10.83,18,8
NewLayout_L119.json,Priority,24,114,38,40.25,67.0,priority,priority,6,15,6.93,53.33,10.17,15,6,6.93,91.22,19.06,25,7
NewLayout_L119.json,Priority,25,114,38,40.15,55.01,priority,priority,6,15,6.93,56.0,8.17,16,7,6.93,58.0,18.33,22,8
NewLayout_L21.json,Cascade,2,66,22,1.54,1.54,eng,eng,18,18,5.12,0.0,0.0,0,0,5.12,0.0,0.0,0,0
NewLayout_L21.json,Cascade,3,66,22,1.54,9.3,eng,eng,18,18,5.12,0.0,0.0,0,0,5.12,7.21,2.2,4,2
NewLayout_L21.json,Cascade,4,66,22,1.54,8.18,eng,eng,18,18,5.12,0.0,0.0,0,0,5.12,3.76,1.61,4,3
NewLayout_L21.json,Cascade,5,66,22,1.54,14.37,eng,eng,19,19,5.12,0.0,0.0,0,0,5.12,9.63,4.35,6,4
NewLayout_L21.json,Cascade,6,66,22,1.54,29.2,eng,cascade,19,19,5.12,0.0,0.0,0,0,5.12,23.0,8.17,16,6
NewLayout_L21.json,Cascade,7,66,22,1.54,31.66,eng,cascade,17,17,5.12,0.0,0.0,0,0,5.12,21.29,10.03,17,7
