layout,tile_count,total_cells,capacity,score_min,score_max,method_min,method_max,n_solvable,n_total,min_layout,min_inter,min_intra,min_cover100,min_pickdiv,max_layout,max_inter,max_intra,max_cover100,max_pickdiv
NewLayout_L50.json,9,69,23,54.8,66.35,custom,custom,17,18,8.81,57.72,20.24,21,4,8.81,82.99,24.01,23,2
NewLayout_L50.json,10,69,23,60.34,68.4,eng,custom,17,18,8.81,86.22,17.03,23,2,8.81,83.56,25.89,23,2
NewLayout_L50.json,11,69,23,65.63,75.03,custom,custom,17,19,8.81,88.11,22.26,23,1,8.81,93.61,29.5,23,2
NewLayout_L50.json,12,69,23,68.79,82.3,custom,custom,15,18,8.81,97.53,22.08,23,2,8.81,107.94,32.97,23,1
NewLayout_L50.json,13,69,23,69.63,86.86,custom,eng,8,16,8.81,81.5,26.33,22,6,8.81,114.17,35.17,23,2
NewLayout_L50.json,14,69,23,87.09,89.18,custom,eng,2,16,8.81,125.86,31.89,23,2,8.81,119.67,35.83,23,2
NewLayout_L50.json,15,69,23,94.81,102.07,eng,custom,3,16,8.81,134.0,37.67,23,1,8.81,135.22,44.06,23,2
NewLayout_L50.json,17,69,23,104.78,104.78,eng,eng,1,14,8.81,153.33,41.33,23,2,8.81,153.33,41.33,23,2
NewLayout_L51.json,2,81,27,0.99,0.99,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,0.0,0.0,0,0
NewLayout_L51.json,3,81,27,0.99,0.99,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,0.0,0.0,0,0
NewLayout_L51.json,4,81,27,0.99,0.99,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,0.0,0.0,0,0
NewLayout_L51.json,5,81,27,0.99,4.06,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,0.49,0.42,0,5
NewLayout_L51.json,6,81,27,0.99,0.99,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,0.0,0.0,0,0
NewLayout_L51.json,7,81,27,0.99,4.44,eng,custom,18,18,3.3,0.0,0.0,0,0,3.3,0.79,0.71,0,5
NewLayout_L51.json,8,81,27,0.99,22.05,eng,custom,18,18,3.3,0.0,0.0,0,0,3.3,22.34,5.56,8,8
NewLayout_L51.json,9,81,27,0.99,26.63,eng,custom,19,19,3.3,0.0,0.0,0,0,3.3,27.72,8.53,8,8
NewLayout_L51.json,10,81,27,0.99,28.93,eng,custom,18,18,3.3,0.0,0.0,0,0,3.3,31.67,9.64,8,8
NewLayout_L51.json,11,81,27,0.99,29.1,eng,custom,19,19,3.3,0.0,0.0,0,0,3.3,27.39,11.69,7,8
NewLayout_L51.json,12,81,27,0.99,35.81,eng,custom,18,18,3.3,0.0,0.0,0,0,3.3,37.56,14.25,8,9
NewLayout_L51.json,13,81,27,0.99,40.64,eng,eng,18,18,3.3,0.0,0.0,0,0,3.3,42.75,18.03,8,8
NewLayout_L51.json,14,81,27,7.48,41.76,custom,eng,17,17,3.3,3.11,2.56,0,6,3.3,46.0,17.67,8,9
NewLayout_L51.json,15,81,27,20.94,47.58,custom,custom,14,14,3.3,15.67,8.06,2,12,3.3,49.11,22.56,8,9
NewLayout_L51.json,16,81,27,7.31,47.19,eng,eng,14,14,3.3,2.17,2.17,0,7,3.3,54.67,20.5,8,9
NewLayout_L51.json,17,81,27,36.21,50.66,custom,custom,15,15,3.3,36.67,16.22,5,10,3.3,51.06,24.06,8,11
NewLayout_L51.json,18,81,27,44.69,58.73,custom,custom,15,15,3.3,46.83,21.06,6,10,3.3,61.28,30.06,8,9
NewLayout_L51.json,19,81,27,46.12,62.92,custom,eng,10,15,3.3,48.33,20.83,8,10,3.3,64.33,32.83,8,10
NewLayout_L51.json,20,81,27,41.7,58.9,custom,custom,10,14,3.3,47.22,18.94,6,8,3.3,65.0,28.11,8,11
NewLayout_L51.json,21,81,27,48.47,62.41,custom,custom,9,14,3.3,50.17,23.83,6,10,3.3,69.83,30.67,8,10
NewLayout_L51.json,22,81,27,42.67,64.82,eng,custom,3,16,3.3,39.17,20.33,6,12,3.3,70.67,32.33,8,11
NewLayout_L51.json,23,81,27,59.76,70.16,custom,eng,5,16,3.3,64.67,29.67,7,11,3.3,72.33,37.17,8,11
NewLayout_L51.json,24,81,27,63.11,63.11,custom,custom,1,15,3.3,66.44,31.39,8,12,3.3,66.44,31.39,8,12
NewLayout_L51.json,25,81,27,70.67,70.67,eng,eng,1,17,3.3,81.83,35.83,8,9,3.3,81.83,35.83,8,9
NewLayout_L52.json,2,72,24,1.35,1.35,eng,eng,18,18,4.5,0.0,0.0,0,0,4.5,0.0,0.0,0,0
NewLayout_L52.json,3,72,24,1.35,1.35,eng,eng,18,18,4.5,0.0,0.0,0,0,4.5,0.0,0.0,0,0
NewLayout_L52.json,4,72,24,1.35,3.15,eng,eng,18,18,4.5,0.0,0.0,0,0,4.5,0.32,0.2,0,3
NewLayout_L52.json,5,72,24,1.35,5.38,eng,custom,18,18,4.5,0.0,0.0,0,0,4.5,1.53,0.87,2,3
NewLayout_L52.json,6,72,24,1.35,13.58,eng,eng,18,18,4.5,0.0,0.0,0,0,4.5,6.47,2.39,9,5
NewLayout_L52.json,7,72,24,1.35,22.76,eng,custom,18,18,4.5,0.0,0.0,0,0,4.5,10.52,5.06,17,6
NewLayout_L52.json,8,72,24,1.35,36.1,eng,eng,18,18,4.5,0.0,0.0,0,0,4.5,20.72,8.33,27,8
NewLayout_L52.json,9,72,24,8.42,42.19,eng,custom,17,17,4.5,2.33,1.47,4,5,4.5,27.13,13.11,26,8
NewLayout_L52.json,10,72,24,11.51,42.09,eng,custom,18,18,4.5,4.94,2.78,4,7,4.5,30.71,14.32,22,8
NewLayout_L52.json,11,72,24,12.39,49.99,custom,custom,18,18,4.5,5.56,3.47,4,7,4.5,34.61,15.86,29,10
NewLayout_L52.json,12,72,24,9.81,58.48,eng,custom,18,18,4.5,3.83,3.11,2,6,4.5,43.5,21.78,28,11
NewLayout_L52.json,13,72,24,25.46,59.44,custom,custom,14,17,4.5,14.78,11.28,9,6,4.5,43.25,22.11,30,10
NewLayout_L52.json,14,72,24,24.81,70.81,custom,custom,13,16,4.5,13.92,8.08,12,8,4.5,58.92,26.08,32,13
NewLayout_L52.json,15,72,24,36.09,76.7,custom,eng,11,17,4.5,24.67,14.44,14,9,4.5,59.17,32.5,31,13
NewLayout_L52.json,16,72,24,59.7,93.3,custom,custom,8,17,4.5,46.75,22.72,26,12,4.5,71.92,43.47,34,13
NewLayout_L52.json,17,72,24,71.46,84.47,custom,custom,3,14,4.5,56.33,30.61,26,14,4.5,65.06,38.0,31,14
NewLayout_L52.json,18,72,24,38.02,73.37,eng,custom,3,16,4.5,26.0,17.17,12,9,4.5,62.17,32.67,27,9
NewLayout_L52.json,19,72,24,79.8,79.8,custom,custom,1,14,4.5,66.5,34.5,30,12,4.5,66.5,34.5,30,12
NewLayout_L52.json,20,72,24,85.57,85.57,custom,custom,1,15,4.5,70.17,39.17,30,12,4.5,70.17,39.17,30,12
NewLayout_L52.json,21,72,24,90.4,101.72,eng,custom,2,16,4.5,80.5,41.5,29,12,4.5,91.0,45.67,34,14
NewLayout_L53.json,2,69,23,1.06,1.06,eng,eng,18,18,3.52,0.0,0.0,0,0,3.52,0.0,0.0,0,0
NewLayout_L53.json,3,69,23,1.06,1.06,eng,eng,18,18,3.52,0.0,0.0,0,0,3.52,0.0,0.0,0,0
NewLayout_L53.json,4,69,23,1.06,9.22,eng,eng,18,18,3.52,0.0,0.0,0,0,3.52,5.7,2.06,4,4
NewLayout_L53.json,5,69,23,1.06,13.47,eng,eng,18,18,3.52,0.0,0.0,0,0,3.52,8.72,3.0,8,4
NewLayout_L53.json,6,69,23,1.06,13.6,eng,eng,17,17,3.52,0.0,0.0,0,0,3.52,7.86,2.89,8,5
NewLayout_L53.json,7,69,23,1.06,19.38,eng,eng,19,19,3.52,0.0,0.0,0,0,3.52,11.56,4.06,13,6
NewLayout_L53.json,8,69,23,1.06,36.9,eng,eng,18,18,3.52,0.0,0.0,0,0,3.52,21.83,7.19,31,7
NewLayout_L53.json,9,69,23,1.06,43.62,custom,custom,16,16,3.52,0.0,0.0,0,0,3.52,28.64,9.57,34,8
NewLayout_L53.json,10,69,23,7.63,44.2,eng,eng,16,16,3.52,2.5,1.72,1,7,3.52,30.69,11.83,31,7
NewLayout_L53.json,11,69,23,1.06,48.82,eng,custom,17,17,3.52,0.0,0.0,0,0,3.52,37.33,12.67,34,7
NewLayout_L53.json,12,69,23,23.32,51.01,custom,custom,16,16,3.52,14.87,6.6,12,8,3.52,36.61,18.67,28,7
NewLayout_L53.json,13,69,23,37.56,59.63,custom,custom,13,13,3.52,24.42,12.58,21,8,3.52,43.08,20.25,34,10
NewLayout_L53.json,14,69,23,33.47,62.1,eng,custom,14,15,3.52,20.5,11.67,16,10,3.52,49.0,21.44,34,9
NewLayout_L53.json,15,69,23,35.41,70.49,eng,custom,14,15,3.52,22.17,12.5,17,10,3.52,50.67,29.33,34,9
NewLayout_L53.json,16,69,23,56.81,70.34,eng,custom,10,14,3.52,41.83,22.0,27,10,3.52,55.72,28.17,34,8
NewLayout_L53.json,17,69,23,52.43,73.67,custom,custom,12,14,3.52,43.44,19.94,24,8,3.52,60.89,29.94,34,8
NewLayout_L53.json,18,69,23,59.07,80.07,custom,custom,6,14,3.52,46.5,24.17,24,11,3.52,63.17,34.67,34,10
NewLayout_L53.json,19,69,23,64.56,79.09,eng,custom,4,13,3.52,54.33,26.0,27,10,3.52,67.67,32.33,34,10
NewLayout_L53.json,20,69,23,73.02,83.87,custom,eng,2,13,3.52,59.0,30.67,31,10,3.52,71.83,37.67,31,10
NewLayout_L53.json,21,69,23,74.09,85.41,custom,eng,2,15,3.52,64.0,31.33,30,9,3.52,71.5,37.0,34,11
NewLayout_L54.json,2,120,40,3.1,3.1,eng,eng,18,18,10.35,0.0,0.0,0,0,10.35,0.0,0.0,0,0
NewLayout_L54.json,3,120,40,3.1,3.1,eng,eng,18,18,10.35,0.0,0.0,0,0,10.35,0.0,0.0,0,0
NewLayout_L54.json,4,120,40,3.1,5.68,eng,custom,18,18,10.35,0.0,0.0,0,0,10.35,0.48,0.33,1,3
NewLayout_L54.json,5,120,40,3.1,3.1,eng,eng,18,18,10.35,0.0,0.0,0,0,10.35,0.0,0.0,0,0
NewLayout_L54.json,6,120,40,3.1,27.63,eng,custom,18,18,10.35,0.0,0.0,0,0,10.35,10.85,3.67,26,4
NewLayout_L54.json,7,120,40,3.1,59.0,eng,custom,18,18,10.35,0.0,0.0,0,0,10.35,36.45,7.86,56,7
NewLayout_L54.json,8,120,40,3.1,82.34,eng,custom,18,18,10.35,0.0,0.0,0,0,10.35,63.28,13.65,71,8
NewLayout_L54.json,9,120,40,7.75,84.61,eng,custom,18,18,10.35,0.91,0.77,1,6,10.35,67.07,16.58,68,8
NewLayout_L54.json,10,120,40,9.23,93.03,custom,custom,18,18,10.35,1.47,1.09,1,8,10.35,74.54,22.26,68,9
NewLayout_L54.json,11,120,40,14.3,122.82,eng,custom,18,18,10.35,5.28,3.11,5,7,10.35,112.84,32.37,80,11
NewLayout_L54.json,12,120,40,65.24,123.7,custom,custom,18,18,10.35,46.58,14.66,50,7,10.35,113.68,34.79,77,11
NewLayout_L54.json,13,120,40,78.15,130.03,custom,custom,17,18,10.35,61.47,24.9,47,7,10.35,122.54,37.97,77,12
NewLayout_L54.json,14,120,40,100.83,140.64,custom,custom,16,18,10.35,81.38,32.91,59,10,10.35,132.24,44.66,77,14
NewLayout_L54.json,15,120,40,101.79,145.86,custom,eng,16,18,10.35,81.97,34.49,56,12,10.35,143.06,48.14,77,11
NewLayout_L54.json,16,120,40,104.62,152.76,custom,eng,12,18,10.35,92.47,32.87,59,11,10.35,150.5,51.81,77,13
NewLayout_L54.json,17,120,40,120.63,141.17,custom,custom,4,17,10.35,107.29,42.83,65,7,10.35,143.28,50.28,68,8
NewLayout_L54.json,18,120,40,144.38,171.27,custom,eng,4,18,10.35,139.72,52.26,71,9,10.35,176.83,60.61,80,13
NewLayout_L55.json,2,72,24,0.92,0.92,eng,eng,18,18,3.06,0.0,0.0,0,0,3.06,0.0,0.0,0,0
NewLayout_L55.json,3,72,24,0.92,5.94,eng,custom,18,18,3.06,0.0,0.0,0,0,3.06,0.44,0.29,6,2
NewLayout_L55.json,4,72,24,0.92,6.91,eng,custom,18,18,3.06,0.0,0.0,0,0,3.06,0.34,0.19,7,3
NewLayout_L55.json,5,72,24,0.92,7.73,eng,eng,18,18,3.06,0.0,0.0,0,0,3.06,0.55,0.55,6,5
NewLayout_L55.json,6,72,24,0.92,12.44,eng,custom,18,18,3.06,0.0,0.0,0,0,3.06,3.0,1.53,11,5
NewLayout_L55.json,7,72,24,0.92,16.49,eng,custom,18,18,3.06,0.0,0.0,0,0,3.06,4.79,2.74,14,6
NewLayout_L55.json,8,72,24,0.92,24.89,eng,eng,18,18,3.06,0.0,0.0,0,0,3.06,12.17,4.22,21,7
NewLayout_L55.json,9,72,24,6.17,31.43,custom,custom,18,18,3.06,0.63,0.57,5,3,3.06,16.5,5.36,27,8
NewLayout_L55.json,10,72,24,0.92,35.16,custom,custom,17,17,3.06,0.0,0.0,0,0,3.06,19.75,8.92,24,10
NewLayout_L55.json,11,72,24,7.68,40.74,custom,eng,17,17,3.06,1.5,1.42,4,5,3.06,26.94,11.44,28,7
NewLayout_L55.json,12,72,24,15.55,46.01,custom,custom,18,18,3.06,6.87,5.58,5,8,3.06,27.53,13.33,30,11
NewLayout_L55.json,13,72,24,22.22,50.58,eng,custom,15,16,3.06,12.33,7.0,11,8,3.06,34.25,18.08,28,9
NewLayout_L55.json,14,72,24,28.39,49.78,custom,eng,14,15,3.06,15.97,9.28,14,10,3.06,34.44,17.33,27,10
NewLayout_L55.json,15,72,24,32.3,54.77,custom,eng,12,15,3.06,19.03,9.78,19,9,3.06,41.17,18.0,30,11
NewLayout_L55.json,16,72,24,32.52,60.43,eng,eng,11,15,3.06,20.56,8.83,21,8,3.06,43.83,21.67,32,11
NewLayout_L55.json,17,72,24,38.24,67.18,custom,eng,8,15,3.06,27.17,12.28,19,11,3.06,48.67,24.17,35,13
NewLayout_L55.json,18,72,24,50.71,62.82,custom,custom,7,16,3.06,42.06,17.78,24,10,3.06,51.0,23.0,31,10
NewLayout_L55.json,19,72,24,61.52,67.42,eng,eng,2,13,3.06,45.67,24.0,29,11,3.06,52.0,27.5,29,12
NewLayout_L55.json,20,72,24,63.88,74.47,custom,custom,3,15,3.06,50.0,22.17,33,12,3.06,58.5,27.5,35,15
NewLayout_L56.json,2,75,25,0.77,0.77,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,0.0,0.0,0,0
NewLayout_L56.json,3,75,25,0.77,0.77,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,0.0,0.0,0,0
NewLayout_L56.json,4,75,25,0.77,0.77,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,0.0,0.0,0,0
NewLayout_L56.json,5,75,25,0.77,0.77,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,0.0,0.0,0,0
NewLayout_L56.json,6,75,25,0.77,5.07,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,1.17,0.94,0,6
NewLayout_L56.json,7,75,25,0.77,6.8,eng,custom,18,18,2.57,0.0,0.0,0,0,2.57,3.35,2.03,0,6
NewLayout_L56.json,8,75,25,0.77,8.79,eng,eng,18,18,2.57,0.0,0.0,0,0,2.57,3.36,2.81,2,6
NewLayout_L56.json,9,75,25,0.77,8.53,eng,eng,15,15,2.57,0.0,0.0,0,0,2.57,2.75,2.33,1,8
NewLayout_L56.json,10,75,25,0.77,22.88,eng,custom,17,17,2.57,0.0,0.0,0,0,2.57,21.29,7.52,7,8
NewLayout_L56.json,11,75,25,0.77,23.73,eng,eng,17,17,2.57,0.0,0.0,0,0,2.57,22.44,8.22,5,10
NewLayout_L56.json,12,75,25,4.39,30.11,custom,eng,17,17,2.57,1.33,1.22,0,4,2.57,24.81,10.5,9,12
NewLayout_L56.json,13,75,25,6.39,29.38,custom,custom,14,14,2.57,2.53,1.86,0,6,2.57,24.22,11.14,7,12
NewLayout_L56.json,14,75,25,14.96,33.26,custom,custom,15,15,2.57,8.42,5.36,3,9,2.57,33.44,12.56,9,9
NewLayout_L56.json,15,75,25,19.29,36.27,custom,custom,15,15,2.57,15.89,8.06,2,9,2.57,34.5,15.44,7,11
NewLayout_L56.json,16,75,25,17.12,42.54,eng,eng,14,15,2.57,9.83,6.0,4,10,2.57,39.0,18.17,9,13
NewLayout_L56.json,17,75,25,21.59,40.47,custom,custom,14,14,2.57,16.17,8.67,3,11,2.57,36.33,17.0,8,14
NewLayout_L56.json,18,75,25,21.49,49.99,custom,custom,11,15,2.57,16.17,9.17,2,11,2.57,47.0,24.22,9,11
NewLayout_L56.json,19,75,25,40.96,49.65,custom,custom,11,15,2.57,35.5,19.33,7,12,2.57,47.33,23.28,9,12
NewLayout_L56.json,20,75,25,43.11,52.96,eng,custom,3,14,2.57,46.0,18.33,7,12,2.57,48.0,25.39,9,14
NewLayout_L56.json,21,75,25,47.56,51.81,custom,custom,2,13,2.57,45.56,21.22,9,13,2.57,51.0,23.83,9,13
NewLayout_L56.json,22,75,25,40.6,51.97,custom,eng,4,14,2.57,37.39,19.61,5,12,2.57,56.0,22.5,9,13
NewLayout_L56.json,23,75,25,52.27,59.46,custom,custom,3,13,2.57,48.67,24.5,9,14,2.57,56.33,29.89,9,13
NewLayout_L56.json,25,75,25,58.61,61.94,eng,eng,2,14,2.57,63.67,27.33,9,12,2.57,63.67,30.67,9,12
NewLayout_L57.json,2,57,19,0.64,0.64,eng,eng,18,18,2.14,0.0,0.0,0,0,2.14,0.0,0.0,0,0
NewLayout_L57.json,3,57,19,0.64,0.64,eng,eng,18,18,2.14,0.0,0.0,0,0,2.14,0.0,0.0,0,0
NewLayout_L57.json,4,57,19,0.64,0.64,eng,eng,18,18,2.14,0.0,0.0,0,0,2.14,0.0,0.0,0,0
NewLayout_L57.json,5,57,19,0.64,6.48,eng,eng,17,17,2.14,0.0,0.0,0,0,2.14,3.03,2.23,2,3
NewLayout_L57.json,6,57,19,0.64,7.93,eng,eng,17,17,2.14,0.0,0.0,0,0,2.14,3.58,2.41,3,4
NewLayout_L57.json,7,57,19,0.64,29.86,eng,custom,16,16,2.14,0.0,0.0,0,0,2.14,12.78,4.39,30,6
NewLayout_L57.json,8,57,19,0.64,23.05,custom,eng,15,15,2.14,0.0,0.0,0,0,2.14,9.5,4.06,20,7
NewLayout_L57.json,9,57,19,0.64,32.88,custom,custom,16,16,2.14,0.0,0.0,0,0,2.14,17.03,7.53,26,8
NewLayout_L57.json,10,57,19,7.15,36.97,custom,custom,14,14,2.14,2.5,2.06,2,5,2.14,18.17,7.78,31,9
NewLayout_L57.json,11,57,19,0.64,39.84,eng,custom,14,14,2.14,0.0,0.0,0,0,2.14,21.5,10.25,30,9
NewLayout_L57.json,12,57,19,18.01,43.13,eng,custom,13,13,2.14,9.0,5.67,10,6,2.14,24.17,12.83,29,10
NewLayout_L57.json,13,57,19,28.49,45.26,custom,custom,12,12,2.14,13.67,8.44,18,9,2.14,24.83,14.17,30,10
NewLayout_L57.json,14,57,19,9.83,49.18,custom,eng,14,14,2.14,2.5,1.83,6,6,2.14,28.33,15.83,32,10
NewLayout_L57.json,15,57,19,33.61,50.64,eng,custom,13,13,2.14,15.33,9.17,22,12,2.14,31.0,16.0,32,11
NewLayout_L57.json,16,57,19,37.14,53.74,eng,custom,12,12,2.14,22.67,12.5,22,8,2.14,34.67,18.5,32,10
NewLayout_L57.json,17,57,19,41.53,55.43,eng,custom,13,14,2.14,25.17,12.83,25,11,2.14,37.5,18.83,32,11
NewLayout_L57.json,18,57,19,49.58,58.03,custom,custom,8,12,2.14,33.67,16.83,30,8,2.14,37.83,21.33,32,11
NewLayout_L57.json,19,57,19,51.51,59.74,custom,custom,5,13,2.14,34.0,17.67,30,10,2.14,39.67,22.0,32,12
NewLayout_L58.json,2,69,23,1.22,1.22,eng,eng,18,18,4.07,0.0,0.0,0,0,4.07,0.0,0.0,0,0
NewLayout_L58.json,3,69,23,1.22,1.22,eng,eng,18,18,4.07,0.0,0.0,0,0,4.07,0.0,0.0,0,0
NewLayout_L58.json,4,69,23,1.22,1.22,eng,eng,18,18,4.07,0.0,0.0,0,0,4.07,0.0,0.0,0,0
NewLayout_L58.json,5,69,23,1.22,18.24,eng,custom,18,18,4.07,0.0,0.0,0,0,4.07,10.72,2.31,15,5
NewLayout_L58.json,6,69,23,1.22,22.19,eng,eng,18,18,4.07,0.0,0.0,0,0,4.07,15.17,3.72,17,5
NewLayout_L58.json,7,69,23,1.22,34.02,eng,custom,18,18,4.07,0.0,0.0,0,0,4.07,27.58,6.53,25,6
NewLayout_L58.json,8,69,23,1.22,37.23,eng,eng,18,18,4.07,0.0,0.0,0,0,4.07,31.33,8.11,25,7
NewLayout_L58.json,9,69,23,7.63,42.38,eng,custom,18,18,4.07,2.14,1.67,1,7,4.07,39.06,10.94,25,7
NewLayout_L58.json,10,69,23,1.22,44.18,eng,custom,18,18,4.07,0.0,0.0,0,0,4.07,37.36,13.25,25,7
NewLayout_L58.json,11,69,23,14.22,49.15,custom,eng,18,18,4.07,9.44,3.67,5,7,4.07,44.39,15.61,25,8
NewLayout_L58.json,12,69,23,28.31,51.99,custom,eng,18,18,4.07,22.11,9.06,14,6,4.07,48.11,17.33,25,8
NewLayout_L58.json,13,69,23,42.26,56.24,eng,eng,16,16,4.07,32.5,14.39,19,11,4.07,52.83,20.67,25,7
NewLayout_L58.json,14,69,23,38.13,60.91,custom,custom,18,18,4.07,40.69,11.5,17,6,4.07,56.0,24.39,25,7
NewLayout_L58.json,15,69,23,32.16,63.42,eng,eng,10,17,4.07,25.0,12.33,11,9,4.07,62.33,25.0,25,7
NewLayout_L58.json,16,69,23,37.94,68.21,custom,eng,12,18,4.07,31.67,14.22,15,8,4.07,63.83,28.33,25,9
NewLayout_L58.json,17,69,23,59.39,67.37,eng,eng,6,17,4.07,64.33,22.17,22,7,4.07,68.83,27.0,25,7
NewLayout_L58.json,18,69,23,58.01,68.01,eng,custom,5,17,4.07,52.5,22.83,22,10,4.07,69.28,26.5,25,9
NewLayout_L58.json,21,69,23,67.19,67.19,custom,custom,1,15,4.07,64.0,28.67,21,11,4.07,64.0,28.67,21,11
NewLayout_L59.json,2,72,24,1.37,1.37,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,0.0,0.0,0,0
NewLayout_L59.json,3,72,24,1.37,1.37,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,0.0,0.0,0,0
NewLayout_L59.json,4,72,24,1.37,1.37,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,0.0,0.0,0,0
NewLayout_L59.json,5,72,24,1.37,9.76,eng,custom,18,18,4.57,0.0,0.0,0,0,4.57,4.0,2.79,4,4
NewLayout_L59.json,6,72,24,1.37,9.95,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,5.12,2.74,3,5
NewLayout_L59.json,7,72,24,1.37,16.89,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,10.35,4.71,7,7
NewLayout_L59.json,8,72,24,1.37,22.82,eng,eng,18,18,4.57,0.0,0.0,0,0,4.57,18.35,6.34,11,6
NewLayout_L59.json,9,72,24,1.37,26.62,eng,custom,18,18,4.57,0.0,0.0,0,0,4.57,19.1,10.72,8,8
NewLayout_L59.json,10,72,24,1.37,37.47,eng,custom,18,18,4.57,0.0,0.0,0,0,4.57,30.86,15.44,14,6
NewLayout_L59.json,11,72,24,7.95,38.71,custom,custom,18,18,4.57,3.14,2.14,0,7,4.57,28.78,15.31,14,10
NewLayout_L59.json,12,72,24,1.37,42.82,custom,custom,18,18,4.57,0.0,0.0,0,0,4.57,38.11,18.11,14,7
NewLayout_L59.json,13,72,24,20.52,57.06,eng,custom,14,16,4.57,14.17,9.5,4,6,4.57,44.36,26.58,18,10
NewLayout_L59.json,14,72,24,17.3,54.28,custom,custom,14,17,4.57,9.72,6.61,4,8,4.57,41.06,26.89,12,13
NewLayout_L59.json,15,72,24,34.92,58.39,eng,eng,13,15,4.57,26.17,16.0,7,11,4.57,49.5,27.67,15,11
NewLayout_L59.json,16,72,24,33.7,64.35,custom,eng,8,15,4.57,27.33,15.33,8,8,4.57,58.17,29.83,17,11
NewLayout_L59.json,17,72,24,47.05,69.19,custom,custom,7,16,4.57,38.56,22.61,10,11,4.57,58.83,31.67,20,13
NewLayout_L59.json,18,72,24,49.94,68.0,custom,custom,3,14,4.57,44.33,23.67,11,10,4.57,65.89,31.67,17,10
NewLayout_L59.json,19,72,24,67.1,87.42,eng,custom,6,17,4.57,59.67,32.83,15,12,4.57,68.17,44.5,21,17
NewLayout_L59.json,21,72,24,66.67,66.67,eng,eng,1,16,4.57,62.33,30.5,16,13,4.57,62.33,30.5,16,13
NewLayout_L6.json,2,81,27,1.29,1.29,eng,eng,18,18,4.31,0.0,0.0,0,0,4.31,0.0,0.0,0,0
NewLayout_L6.json,3,81,27,1.29,1.29,eng,eng,18,18,4.31,0.0,0.0,0,0,4.31,0.0,0.0,0,0
NewLayout_L6.json,4,81,27,1.29,1.29,eng,eng,18,18,4.31,0.0,0.0,0,0,4.31,0.0,0.0,0,0
NewLayout_L6.json,5,81,27,1.29,1.29,eng,eng,18,18,4.31,0.0,0.0,0,0,4.31,0.0,0.0,0,0
NewLayout_L6.json,6,81,27,1.29,6.61,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,2.34,1.52,1,5
NewLayout_L6.json,7,81,27,1.29,6.99,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,3.02,1.7,1,5
NewLayout_L6.json,8,81,27,1.29,14.7,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,10.15,3.86,5,7
NewLayout_L6.json,9,81,27,1.29,16.21,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,10.17,5.96,4,7
NewLayout_L6.json,10,81,27,1.29,41.63,eng,eng,18,18,4.31,0.0,0.0,0,0,4.31,31.11,11.0,25,10
NewLayout_L6.json,11,81,27,4.26,28.25,custom,eng,18,18,4.31,0.83,0.72,0,4,4.31,19.78,8.72,13,9
NewLayout_L6.json,12,81,27,1.29,29.85,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,23.78,10.22,12,8
NewLayout_L6.json,13,81,27,11.69,46.65,eng,custom,18,18,4.31,5.61,3.61,1,9,4.31,34.56,17.39,21,10
NewLayout_L6.json,14,81,27,1.29,52.43,eng,custom,18,18,4.31,0.0,0.0,0,0,4.31,37.44,19.5,24,12
NewLayout_L6.json,15,81,27,25.18,58.59,eng,custom,16,17,4.31,21.17,9.33,7,8,4.31,44.06,23.78,23,13
NewLayout_L6.json,16,81,27,25.36,65.3,custom,custom,14,16,4.31,15.67,9.67,7,11,4.31,54.0,25.61,27,12
NewLayout_L6.json,17,81,27,30.93,79.33,eng,custom,13,18,4.31,25.0,13.33,8,8,4.31,61.25,31.17,35,15
NewLayout_L6.json,18,81,27,42.35,71.96,custom,eng,10,17,4.31,34.56,16.89,13,12,4.31,58.33,32.17,25,12
NewLayout_L6.json,19,81,27,53.96,79.75,custom,custom,5,17,4.31,48.78,22.33,17,11,4.31,69.11,33.22,30,13
NewLayout_L6.json,20,81,27,54.78,79.6,eng,custom,4,18,4.31,43.5,24.83,16,12,4.31,64.39,35.69,28,13
NewLayout_L6.json,21,81,27,66.91,96.03,custom,custom,4,15,4.31,53.11,28.39,23,15,4.31,81.33,42.33,35,14
NewLayout_L6.json,22,81,27,72.43,81.94,eng,eng,2,17,4.31,68.0,29.83,24,13,4.31,68.17,36.5,27,15
