layout,tile_count,total_cells,capacity,score_min,score_max,method_min,method_max,n_solvable,n_total,min_layout,min_inter,min_intra,min_cover100,min_pickdiv,max_layout,max_inter,max_intra,max_cover100,max_pickdiv
NewLayout_113.json,2,63,21,0.79,0.79,eng,eng,18,18,2.62,0.0,0.0,0,0,2.62,0.0,0.0,0,0
NewLayout_113.json,3,63,21,0.79,0.79,eng,eng,18,18,2.62,0.0,0.0,0,0,2.62,0.0,0.0,0,0
NewLayout_113.json,4,63,21,0.79,4.5,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,1.04,0.7,2,3
NewLayout_113.json,5,63,21,0.79,5.99,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,0.79,0.67,3,5
NewLayout_113.json,6,63,21,0.79,15.25,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,5.69,2.55,12,6
NewLayout_113.json,7,63,21,0.79,30.05,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,13.17,4.42,29,7
NewLayout_113.json,8,63,21,0.79,36.56,custom,custom,18,18,2.62,0.0,0.0,0,0,2.62,19.53,5.92,35,6
NewLayout_113.json,9,63,21,0.79,40.4,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,22.78,8.28,35,7
NewLayout_113.json,10,63,21,0.79,42.16,eng,custom,18,18,2.62,0.0,0.0,0,0,2.62,24.94,8.89,35,8
NewLayout_113.json,11,63,21,6.35,43.09,eng,custom,15,15,2.62,1.61,1.28,3,4,2.62,26.83,9.75,35,7
NewLayout_113.json,12,63,21,21.47,46.44,custom,eng,16,16,2.62,9.39,6.67,12,8,2.62,30.5,11.5,35,8
NewLayout_113.json,13,63,21,27.91,49.82,eng,custom,17,17,2.62,13.0,6.72,20,9,2.62,34.0,13.83,35,8
NewLayout_113.json,14,63,21,27.6,54.69,custom,custom,14,16,2.62,13.39,8.5,18,7,2.62,36.61,17.42,35,9
NewLayout_113.json,15,63,21,42.99,53.64,custom,eng,12,14,2.62,24.67,13.5,28,9,2.62,39.5,16.0,35,8
NewLayout_113.json,16,63,21,48.97,56.31,custom,custom,8,17,2.62,31.44,14.56,32,10,2.62,39.17,18.78,35,8
NewLayout_113.json,17,63,21,42.64,59.02,eng,custom,10,18,2.62,24.56,13.39,26,11,2.62,41.33,19.83,35,10
NewLayout_113.json,18,63,21,46.57,58.29,eng,eng,5,15,2.62,31.83,14.83,29,8,2.62,45.0,19.0,35,8
NewLayout_113.json,19,63,21,57.72,60.2,eng,custom,3,16,2.62,48.67,17.33,35,8,2.62,47.5,20.17,35,8
NewLayout_70.json,2,72,24,1.04,1.04,eng,eng,18,18,3.47,0.0,0.0,0,0,3.47,0.0,0.0,0,0
NewLayout_70.json,3,72,24,1.04,1.04,eng,eng,18,18,3.47,0.0,0.0,0,0,3.47,0.0,0.0,0,0
NewLayout_70.json,4,72,24,1.04,1.04,eng,eng,18,18,3.47,0.0,0.0,0,0,3.47,0.0,0.0,0,0
NewLayout_70.json,5,72,24,1.04,4.1,eng,custom,18,18,3.47,0.0,0.0,0,0,3.47,0.97,0.67,1,3
NewLayout_70.json,6,72,24,1.04,2.86,eng,custom,18,18,3.47,0.0,0.0,0,0,3.47,0.25,0.25,0,3
NewLayout_70.json,7,72,24,1.04,11.97,eng,custom,18,18,3.47,0.0,0.0,0,0,3.47,4.83,2.88,6,6
NewLayout_70.json,8,72,24,1.04,30.43,eng,custom,18,18,3.47,0.0,0.0,0,0,3.47,17.34,6.39,23,8
NewLayout_70.json,9,72,24,1.04,22.6,eng,eng,16,16,3.47,0.0,0.0,0,0,3.47,17.19,7.5,9,7
NewLayout_70.json,10,72,24,4.08,33.25,custom,custom,17,17,3.47,0.86,0.78,0,4,3.47,20.3,12.42,17,7
NewLayout_70.json,11,72,24,1.04,42.23,custom,custom,18,18,3.47,0.0,0.0,0,0,3.47,30.33,12.58,25,9
NewLayout_70.json,12,72,24,1.04,53.25,eng,custom,19,19,3.47,0.0,0.0,0,0,3.47,37.08,17.58,30,11
NewLayout_70.json,13,72,24,16.51,62.63,eng,custom,14,14,3.47,9.33,6.17,5,7,3.47,41.22,21.72,35,13
NewLayout_70.json,14,72,24,27.97,58.65,custom,custom,14,14,3.47,15.14,11.49,9,11,3.47,42.06,20.89,31,11
NewLayout_70.json,15,72,24,27.59,64.71,custom,eng,15,15,3.47,16.78,11.61,9,9,3.47,47.67,23.67,32,13
NewLayout_70.json,16,72,24,34.67,72.49,eng,custom,13,14,3.47,19.67,13.33,14,12,3.47,54.28,28.17,35,12
NewLayout_70.json,17,72,24,45.65,75.73,custom,custom,13,16,3.47,28.22,16.44,22,13,3.47,54.0,33.39,31,13
NewLayout_70.json,18,72,24,39.31,69.81,eng,eng,8,16,3.47,27.67,14.17,18,10,3.47,52.67,30.17,28,12
NewLayout_70.json,19,72,24,52.39,77.03,custom,custom,9,15,3.47,38.5,23.0,18,12,3.47,62.56,28.72,35,15
NewLayout_70.json,20,72,24,79.33,87.69,custom,custom,2,14,3.47,62.5,32.83,32,15,3.47,63.83,39.0,35,15
NewLayout_70.json,21,72,24,71.54,76.03,eng,eng,3,15,3.47,52.0,33.0,24,15,3.47,62.83,32.83,28,13
NewLayout_Clover.json,2,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,3,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,4,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,5,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,6,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,7,45,15,0.29,0.29,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,8,45,15,0.29,6.68,eng,custom,18,18,0.98,0.0,0.0,0,0,0.98,2.78,2.06,0,7
NewLayout_Clover.json,9,45,15,0.29,0.29,eng,eng,17,17,0.98,0.0,0.0,0,0,0.98,0.0,0.0,0,0
NewLayout_Clover.json,10,45,15,0.29,9.6,eng,custom,18,18,0.98,0.0,0.0,0,0,0.98,6.39,3.89,0,7
NewLayout_Clover.json,11,45,15,0.29,10.51,eng,custom,18,18,0.98,0.0,0.0,0,0,0.98,5.17,4.17,0,9
NewLayout_Clover.json,12,45,15,0.29,14.79,custom,eng,18,18,0.98,0.0,0.0,0,0,0.98,10.0,6.0,0,11
NewLayout_Clover.json,13,45,15,0.29,16.01,eng,custom,18,18,0.98,0.0,0.0,0,0,0.98,10.17,6.67,0,12
NewLayout_Clover.json,14,45,15,0.29,18.68,eng,eng,18,18,0.98,0.0,0.0,0,0,0.98,13.5,8.33,0,12
NewLayout_Clover.json,15,45,15,13.29,19.63,eng,eng,19,19,0.98,8.33,5.0,0,11,0.98,13.33,8.33,0,14
NewLayout_L10.json,2,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L10.json,3,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L10.json,4,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L10.json,5,72,24,1.1,3.12,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,0.48,0.37,0,3
NewLayout_L10.json,6,72,24,1.1,1.1,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,0.0,0.0,0,0
NewLayout_L10.json,7,72,24,1.1,8.87,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,4.72,2.64,2,5
NewLayout_L10.json,8,72,24,1.1,10.85,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,6.94,3.36,3,5
NewLayout_L10.json,9,72,24,1.1,33.52,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,25.69,8.81,19,9
NewLayout_L10.json,10,72,24,1.1,30.06,eng,custom,18,18,3.68,0.0,0.0,0,0,3.68,20.6,9.28,15,9
NewLayout_L10.json,11,72,24,1.1,32.11,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,24.53,8.94,17,9
NewLayout_L10.json,12,72,24,1.1,43.64,eng,eng,18,18,3.68,0.0,0.0,0,0,3.68,37.67,15.33,19,9
NewLayout_L10.json,13,72,24,9.25,47.34,custom,eng,17,17,3.68,4.06,2.83,1,7,3.68,43.33,16.33,19,11
NewLayout_L10.json,14,72,24,24.3,52.97,eng,eng,16,16,3.68,15.0,9.5,7,10,3.68,45.0,22.67,17,11
NewLayout_L10.json,15,72,24,22.67,63.17,custom,eng,14,16,3.68,16.67,10.17,4,8,3.68,53.11,26.33,23,12
NewLayout_L10.json,16,72,24,27.35,69.99,eng,eng,17,18,3.68,18.17,11.5,8,9,3.68,59.17,31.33,23,12
NewLayout_L10.json,17,72,24,46.79,70.94,custom,eng,12,16,3.68,39.83,20.33,14,10,3.68,65.67,30.33,23,12
NewLayout_L10.json,18,72,24,42.6,75.49,custom,eng,9,17,3.68,40.67,17.0,13,9,3.68,62.5,35.83,23,12
NewLayout_L10.json,19,72,24,52.99,72.67,eng,custom,5,18,3.68,46.5,23.33,16,10,3.68,67.0,31.67,23,12
NewLayout_L10.json,20,72,24,81.85,81.85,eng,eng,1,16,3.68,73.17,39.0,23,12,3.68,73.17,39.0,23,12
NewLayout_L10.json,21,72,24,54.55,71.77,custom,custom,2,15,3.68,49.17,23.5,17,10,3.68,68.89,32.0,20,12
NewLayout_L100.json,2,78,26,0.77,0.77,eng,eng,18,18,2.56,0.0,0.0,0,0,2.56,0.0,0.0,0,0
NewLayout_L100.json,3,78,26,0.77,0.77,eng,eng,18,18,2.56,0.0,0.0,0,0,2.56,0.0,0.0,0,0
NewLayout_L100.json,4,78,26,0.77,0.77,eng,eng,18,18,2.56,0.0,0.0,0,0,2.56,0.0,0.0,0,0
NewLayout_L100.json,5,78,26,0.77,4.39,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,1.21,0.75,0,5
NewLayout_L100.json,6,78,26,0.77,0.77,eng,eng,18,18,2.56,0.0,0.0,0,0,2.56,0.0,0.0,0,0
NewLayout_L100.json,7,78,26,0.77,5.69,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,1.75,1.4,0,6
NewLayout_L100.json,8,78,26,0.77,7.75,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,3.56,1.91,0,8
NewLayout_L100.json,9,78,26,0.77,9.74,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,5.23,2.8,1,8
NewLayout_L100.json,10,78,26,0.77,11.55,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,5.13,4.14,1,9
NewLayout_L100.json,11,78,26,0.77,24.75,eng,custom,18,18,2.56,0.0,0.0,0,0,2.56,17.91,7.11,10,11
NewLayout_L100.json,12,78,26,0.77,22.0,custom,custom,18,18,2.56,0.0,0.0,0,0,2.56,16.23,8.37,5,10
NewLayout_L100.json,13,78,26,0.77,28.52,eng,eng,18,18,2.56,0.0,0.0,0,0,2.56,22.06,10.83,8,11
NewLayout_L100.json,14,78,26,0.77,38.34,eng,custom,15,15,2.56,0.0,0.0,0,0,2.56,28.22,13.0,16,13
NewLayout_L100.json,15,78,26,13.15,41.5,custom,eng,15,15,2.56,7.56,5.11,0,10,2.56,34.0,13.83,17,13
NewLayout_L100.json,16,78,26,11.49,45.21,eng,custom,17,17,2.56,5.17,3.67,0,11,2.56,38.08,16.92,16,13
NewLayout_L100.json,17,78,26,17.67,44.84,eng,custom,14,15,2.56,14.33,7.5,1,9,2.56,35.67,15.67,17,15
NewLayout_L100.json,18,78,26,21.12,50.29,custom,custom,15,16,2.56,18.06,8.83,1,11,2.56,40.17,19.67,18,14
NewLayout_L100.json,19,78,26,29.16,50.49,custom,custom,11,14,2.56,27.61,11.61,5,11,2.56,45.22,19.56,16,14
NewLayout_L100.json,20,78,26,30.25,56.3,eng,custom,13,15,2.56,26.17,13.83,3,12,2.56,48.67,21.33,21,14
NewLayout_L100.json,21,78,26,35.87,57.74,custom,eng,9,14,2.56,32.22,15.83,6,12,2.56,48.67,25.17,17,14
NewLayout_L100.json,22,78,26,41.62,57.81,custom,custom,4,14,2.56,32.17,17.0,12,14,2.56,51.5,24.39,17,14
NewLayout_L100.json,23,78,26,46.32,61.14,custom,eng,2,16,2.56,43.17,19.5,11,13,2.56,57.0,22.67,21,16
NewLayout_L100.json,24,78,26,50.89,53.44,custom,custom,2,15,2.56,48.83,20.67,13,14,2.56,49.67,23.67,11,15
NewLayout_L100.json,25,78,26,52.07,61.6,custom,custom,3,18,2.56,51.33,21.0,14,13,2.56,55.67,26.83,18,13
NewLayout_L101.json,2,51,17,4.24,15.36,custom,eng,18,18,14.12,0.0,0.0,0,0,14.12,23.04,2.01,2,2
NewLayout_L101.json,3,51,17,13.71,22.11,eng,custom,18,18,14.12,17.07,3.35,0,2,14.12,35.23,4.61,2,3
NewLayout_L101.json,4,51,17,20.38,32.11,custom,custom,18,18,14.12,30.31,6.06,0,2,14.12,51.45,9.24,2,4
NewLayout_L101.json,5,51,17,29.26,45.42,custom,eng,15,18,14.12,50.89,8.76,0,2,14.12,71.47,16.54,2,4
NewLayout_L101.json,6,51,17,42.92,51.6,custom,eng,7,19,14.12,69.03,15.28,2,3,14.12,83.33,18.67,2,5
NewLayout_L101.json,7,51,17,45.89,60.7,eng,eng,8,18,14.12,74.33,17.25,1,3,14.12,101.06,22.44,2,5
NewLayout_L101.json,8,51,17,59.31,64.29,custom,eng,2,16,14.12,98.31,24.08,0,3,14.12,110.72,23.64,2,4
NewLayout_L102.json,2,78,26,1.38,1.38,eng,eng,18,18,4.59,0.0,0.0,0,0,4.59,0.0,0.0,0,0
NewLayout_L102.json,3,78,26,1.38,1.38,eng,eng,18,18,4.59,0.0,0.0,0,0,4.59,0.0,0.0,0,0
NewLayout_L102.json,4,78,26,1.38,1.38,eng,eng,18,18,4.59,0.0,0.0,0,0,4.59,0.0,0.0,0,0
NewLayout_L102.json,5,78,26,1.38,10.0,eng,custom,18,18,4.59,0.0,0.0,0,0,4.59,4.08,2.9,5,3
NewLayout_L102.json,6,78,26,1.38,10.95,eng,custom,18,18,4.59,0.0,0.0,0,0,4.59,5.03,2.57,5,5
NewLayout_L102.json,7,78,26,1.38,38.43,eng,custom,18,18,4.59,0.0,0.0,0,0,4.59,26.69,6.34,32,7
NewLayout_L102.json,8,78,26,1.38,41.82,custom,custom,18,18,4.59,0.0,0.0,0,0,4.59,28.47,9.21,32,7
NewLayout_L102.json,9,78,26,5.04,47.36,custom,eng,18,18,4.59,1.79,1.12,0,4,4.59,34.03,10.78,35,8
NewLayout_L102.json,10,78,26,11.03,57.08,eng,custom,18,18,4.59,6.33,3.06,2,7,4.59,40.8,16.87,36,10
NewLayout_L102.json,11,78,26,31.07,57.77,custom,eng,18,18,4.59,21.47,8.46,18,8,4.59,44.11,16.06,36,11
NewLayout_L102.json,12,78,26,16.57,61.09,eng,eng,15,16,4.59,9.5,5.94,4,8,4.59,48.75,19.08,35,10
NewLayout_L102.json,13,78,26,24.43,69.62,custom,eng,19,19,4.59,15.39,10.83,6,8,4.59,56.89,22.28,39,11
NewLayout_L102.json,14,78,26,42.88,77.25,custom,custom,14,14,4.59,31.72,18.39,16,8,4.59,60.67,28.28,39,12
NewLayout_L102.json,15,78,26,42.01,79.84,custom,custom,12,15,4.59,31.42,17.61,16,8,4.59,65.39,29.94,39,11
NewLayout_L102.json,16,78,26,63.48,83.39,eng,eng,13,15,4.59,53.0,24.5,27,11,4.59,73.17,30.67,39,12
NewLayout_L102.json,17,78,26,53.93,85.78,custom,eng,10,17,4.59,41.33,19.75,24,12,4.59,73.33,32.0,39,14
NewLayout_L102.json,18,78,26,72.81,88.39,eng,custom,4,14,4.59,66.67,28.83,31,8,4.59,80.39,33.0,39,13
NewLayout_L102.json,19,78,26,57.93,71.48,custom,custom,2,15,4.59,48.0,25.56,21,8,4.59,64.44,30.17,26,10
NewLayout_L102.json,20,78,26,98.26,98.26,eng,eng,1,15,4.59,87.17,40.83,39,13,4.59,87.17,40.83,39,13
NewLayout_L103.json,2,84,28,1.69,1.69,eng,eng,18,18,5.64,0.0,0.0,0,0,5.64,0.0,0.0,0,0
NewLayout_L103.json,3,84,28,1.69,1.69,eng,eng,18,18,5.64,0.0,0.0,0,0,5.64,0.0,0.0,0,0
NewLayout_L103.json,4,84,28,1.69,4.9,eng,custom,18,18,5.64,0.0,0.0,0,0,5.64,0.5,0.46,1,4
NewLayout_L103.json,5,84,28,1.69,11.87,eng,custom,18,18,5.64,0.0,0.0,0,0,5.64,5.5,2.83,7,3
NewLayout_L103.json,6,84,28,1.69,36.09,eng,custom,18,18,5.64,0.0,0.0,0,0,5.64,30.96,6.51,26,6
NewLayout_L103.json,7,84,28,1.69,38.05,eng,eng,18,18,5.64,0.0,0.0,0,0,5.64,34.75,7.33,26,6
NewLayout_L103.json,8,84,28,7.17,44.92,custom,custom,17,17,5.64,2.03,1.76,1,5,5.64,40.76,12.0,25,8
NewLayout_L103.json,9,84,28,8.62,48.78,custom,eng,19,19,5.64,3.97,2.64,1,5,5.64,48.86,12.83,26,8
NewLayout_L103.json,10,84,28,15.56,50.79,eng,eng,17,17,5.64,8.64,4.78,5,7,5.64,49.78,15.17,25,8
NewLayout_L103.json,11,84,28,26.67,57.4,eng,custom,17,17,5.64,21.03,9.17,10,7,5.64,60.89,19.44,25,6
NewLayout_L103.json,12,84,28,17.62,62.7,custom,eng,17,18,5.64,9.52,6.07,5,8,5.64,64.5,21.06,26,10
NewLayout_L103.json,13,84,28,37.9,70.18,custom,custom,17,18,5.64,27.94,15.53,13,9,5.64,69.89,28.42,26,7
NewLayout_L103.json,14,84,28,54.22,75.35,custom,custom,19,19,5.64,51.94,21.94,20,6,5.64,79.83,30.11,26,8
NewLayout_L103.json,15,84,28,68.59,80.63,custom,custom,14,17,5.64,67.08,28.97,23,8,5.64,83.33,33.83,26,9
NewLayout_L103.json,16,84,28,62.59,84.88,custom,eng,6,12,5.64,63.06,24.28,22,9,5.64,92.5,35.33,26,9
NewLayout_L103.json,17,84,28,64.74,86.14,eng,custom,10,15,5.64,69.5,24.0,22,10,5.64,97.28,35.17,26,9
NewLayout_L103.json,18,84,28,80.19,91.67,custom,custom,7,15,5.64,90.83,32.25,25,8,5.64,103.67,39.28,26,8
NewLayout_L103.json,19,84,28,93.39,93.39,custom,custom,1,14,5.64,109.39,38.28,26,10,5.64,109.39,38.28,26,10
NewLayout_L103.json,21,84,28,96.78,96.78,eng,eng,1,15,5.64,117.17,39.83,26,9,5.64,117.17,39.83,26,9
NewLayout_L104.json,2,111,37,3.77,46.59,eng,eng,18,18,12.56,0.0,0.0,0,0,12.56,23.42,1.2,56,2
NewLayout_L104.json,3,111,37,3.77,53.74,eng,custom,18,18,12.56,0.0,0.0,0,0,12.56,34.84,2.62,59,3
NewLayout_L104.json,4,111,37,3.77,60.76,eng,custom,18,18,12.56,0.0,0.0,0,0,12.56,47.85,5.24,59,4
NewLayout_L104.json,5,111,37,3.77,68.56,eng,eng,18,18,12.56,0.0,0.0,0,0,12.56,66.31,8.0,59,3
NewLayout_L104.json,6,111,37,64.95,76.8,eng,eng,18,18,12.56,60.94,9.5,54,2,12.56,81.76,11.11,59,4
NewLayout_L104.json,7,111,37,74.07,82.02,eng,custom,18,18,12.56,73.11,13.97,54,4,12.56,83.04,14.94,59,6
NewLayout_L104.json,8,111,37,79.83,92.27,eng,custom,18,18,12.56,91.57,15.79,53,2,12.56,105.86,18.84,59,5
NewLayout_L104.json,9,111,37,59.11,97.39,eng,custom,18,18,12.56,48.24,12.07,43,6,12.56,116.19,21.36,59,4
NewLayout_L104.json,10,111,37,94.08,108.88,custom,eng,18,18,12.56,112.41,21.49,56,3,12.56,133.18,27.76,59,4
NewLayout_L104.json,11,111,37,99.9,112.54,eng,custom,17,18,12.56,120.49,24.88,56,3,12.56,139.16,29.12,59,5
NewLayout_L104.json,12,111,37,108.98,122.57,eng,custom,15,18,12.56,129.34,31.31,56,3,12.56,150.93,35.12,59,6
NewLayout_L104.json,13,111,37,120.52,132.75,custom,custom,17,18,12.56,150.2,36.59,56,3,12.56,166.89,40.51,59,6
NewLayout_L104.json,14,111,37,129.36,145.71,custom,custom,14,18,12.56,156.92,43.42,56,3,12.56,180.77,49.81,59,5
NewLayout_L104.json,15,111,37,141.17,156.43,eng,custom,14,18,12.56,187.89,43.14,59,5,12.56,194.29,56.47,59,5
NewLayout_L104.json,16,111,37,147.34,147.34,eng,eng,1,16,12.56,207.06,43.56,59,5,12.56,207.06,43.56,59,5
NewLayout_L104.json,17,111,37,142.67,160.45,custom,custom,2,15,12.56,191.67,43.5,59,5,12.56,215.19,54.22,59,5
NewLayout_L105.json,2,78,26,2.54,3.65,eng,custom,18,18,8.46,0.0,0.0,0,0,8.46,0.14,0.07,0,2
NewLayout_L105.json,3,78,26,2.54,4.4,eng,custom,18,18,8.46,0.0,0.0,0,0,8.46,0.36,0.25,0,3
NewLayout_L105.json,4,78,26,2.54,10.8,eng,eng,18,18,8.46,0.0,0.0,0,0,8.46,3.15,1.71,6,4
NewLayout_L105.json,5,78,26,2.54,34.03,eng,custom,18,18,8.46,0.0,0.0,0,0,8.46,21.56,11.03,20,4
NewLayout_L105.json,6,78,26,3.76,39.04,eng,custom,19,19,8.46,0.17,0.17,0,2,8.46,32.65,9.9,23,6
NewLayout_L105.json,7,78,26,5.44,47.13,custom,custom,18,18,8.46,0.73,0.68,0,4,8.46,43.42,11.77,28,6
NewLayout_L105.json,8,78,26,9.31,57.23,custom,custom,18,18,8.46,3.14,2.03,3,4,8.46,49.01,19.79,27,8
NewLayout_L105.json,9,78,26,33.79,66.25,custom,eng,18,18,8.46,28.98,10.46,16,5,8.46,65.14,22.17,30,8
NewLayout_L105.json,10,78,26,22.6,77.22,custom,custom,17,17,8.46,12.86,9.0,7,6,8.46,75.88,28.72,32,8
NewLayout_L105.json,11,78,26,40.98,88.74,custom,custom,14,16,8.46,35.17,15.39,15,7,8.46,91.04,35.19,32,9
NewLayout_L105.json,12,78,26,39.52,94.43,custom,eng,17,18,8.46,35.5,14.83,15,5,8.46,100.44,37.56,32,10
NewLayout_L105.json,13,78,26,61.15,107.84,custom,custom,15,19,8.46,59.78,24.58,21,7,8.46,107.29,49.41,32,9
NewLayout_L105.json,14,78,26,93.33,108.67,custom,custom,3,15,8.46,90.17,41.94,28,10,8.46,113.39,48.42,32,9
NewLayout_L105.json,15,78,26,102.64,109.82,custom,eng,3,13,8.46,101.39,45.58,31,11,8.46,114.83,50.33,30,9
NewLayout_L105.json,16,78,26,99.53,111.71,custom,eng,2,15,8.46,102.33,48.39,24,7,8.46,118.33,50.67,30,10
NewLayout_L106.json,2,72,24,0.57,0.57,eng,eng,18,18,1.9,0.0,0.0,0,0,1.9,0.0,0.0,0,0
NewLayout_L106.json,3,72,24,0.57,0.57,eng,eng,18,18,1.9,0.0,0.0,0,0,1.9,0.0,0.0,0,0
NewLayout_L106.json,4,72,24,0.57,2.88,eng,custom,18,18,1.9,0.0,0.0,0,0,1.9,0.16,0.16,1,3
NewLayout_L106.json,5,72,24,0.57,2.6,eng,custom,18,18,1.9,0.0,0.0,0,0,1.9,0.47,0.39,0,3
NewLayout_L106.json,6,72,24,0.57,4.16,eng,custom,18,18,1.9,0.0,0.0,0,0,1.9,0.34,0.29,2,4
NewLayout_L106.json,7,72,24,0.57,6.6,eng,eng,18,18,1.9,0.0,0.0,0,0,1.9,1.08,0.91,3,6
NewLayout_L106.json,8,72,24,0.57,7.67,eng,custom,18,18,1.9,0.0,0.0,0,0,1.9,2.54,2.04,3,5
NewLayout_L106.json,9,72,24,0.57,9.22,eng,eng,19,19,1.9,0.0,0.0,0,0,1.9,3.14,2.31,4,6
NewLayout_L106.json,10,72,24,0.57,16.26,eng,custom,17,17,1.9,0.0,0.0,0,0,1.9,5.36,3.58,10,9
NewLayout_L106.json,11,72,24,0.57,21.5,custom,eng,18,18,1.9,0.0,0.0,0,0,1.9,9.58,5.25,13,10
NewLayout_L106.json,12,72,24,0.57,28.39,eng,eng,18,18,1.9,0.0,0.0,0,0,1.9,15.17,7.67,16,12
NewLayout_L106.json,13,72,24,6.75,32.18,eng,custom,17,17,1.9,2.5,1.83,1,6,1.9,17.36,10.81,16,12
NewLayout_L106.json,14,72,24,11.99,28.82,eng,custom,16,16,1.9,4.5,3.17,4,9,1.9,16.47,11.11,12,10
NewLayout_L106.json,15,72,24,15.14,34.15,eng,custom,14,14,1.9,5.67,3.67,7,10,1.9,21.83,10.33,17,13
NewLayout_L106.json,16,72,24,20.35,41.34,custom,eng,13,13,1.9,9.61,7.0,9,9,1.9,27.0,14.67,20,12
NewLayout_L106.json,17,72,24,20.92,47.83,custom,custom,12,13,1.9,13.56,6.28,10,8,1.9,29.67,16.56,23,16
NewLayout_L106.json,18,72,24,30.47,45.19,eng,custom,13,15,1.9,18.33,9.5,14,13,1.9,29.83,15.67,20,16
NewLayout_L106.json,19,72,24,32.25,45.87,eng,custom,11,13,1.9,19.5,9.83,15,14,1.9,31.89,17.33,19,14
NewLayout_L106.json,20,72,24,29.59,46.1,custom,custom,8,15,1.9,20.5,11.17,12,9,1.9,31.0,17.33,19,15
NewLayout_L106.json,21,72,24,30.62,51.67,custom,custom,10,17,1.9,19.5,11.0,12,12,1.9,37.67,19.0,23,14
NewLayout_L106.json,22,72,24,41.64,53.17,custom,eng,4,14,1.9,32.0,14.67,18,12,1.9,41.0,19.5,23,14
NewLayout_L106.json,23,72,24,48.84,53.42,eng,eng,4,14,1.9,37.0,17.17,20,16,1.9,43.5,19.0,23,14
NewLayout_L106.json,24,72,24,41.2,54.5,custom,custom,4,14,1.9,29.0,15.33,16,14,1.9,44.33,19.33,23,15
NewLayout_L107.json,2,63,21,0.65,0.65,eng,eng,18,18,2.16,0.0,0.0,0,0,2.16,0.0,0.0,0,0
NewLayout_L107.json,3,63,21,0.65,0.65,eng,eng,18,18,2.16,0.0,0.0,0,0,2.16,0.0,0.0,0,0
NewLayout_L107.json,4,63,21,0.65,3.05,eng,custom,18,18,2.16,0.0,0.0,0,0,2.16,0.16,0.16,2,2
NewLayout_L107.json,5,63,21,0.65,3.1,eng,eng,18,18,2.16,0.0,0.0,0,0,2.16,1.22,1.09,0,2
NewLayout_L107.json,6,63,21,0.65,5.86,eng,custom,18,18,2.16,0.0,0.0,0,0,2.16,0.79,0.68,3,5
NewLayout_L107.json,7,63,21,0.65,7.66,eng,eng,17,17,2.16,0.0,0.0,0,0,2.16,1.67,1.11,4,6
NewLayout_L107.json,8,63,21,0.65,12.34,eng,custom,17,17,2.16,0.0,0.0,0,0,2.16,4.53,3.33,5,8
NewLayout_L107.json,9,63,21,0.65,28.29,eng,custom,16,16,2.16,0.0,0.0,0,0,2.16,15.0,5.94,22,8
NewLayout_L107.json,10,63,21,5.17,37.21,custom,eng,16,16,2.16,1.44,0.89,2,4,2.16,21.89,10.5,25,9
NewLayout_L107.json,11,63,21,0.65,29.7,custom,eng,15,15,2.16,0.0,0.0,0,0,2.16,15.5,8.0,19,10
NewLayout_L107.json,12,63,21,9.61,41.03,custom,custom,14,14,2.16,2.97,2.17,4,7,2.16,25.89,12.61,25,10
NewLayout_L107.json,13,63,21,2.61,40.31,custom,custom,12,12,2.16,0.28,0.28,1,2,2.16,22.92,13.58,22,12
